gateNo,typeAccepted,refuelingCapable,maxCartsAccepted,stationName,,stationName,location,,trainNo,departureTime,arrivalTime,routeStatus,,trainNo,totalLocomotiveCarts,totalTransportCarts,totalPassengerCarts,rdyForUtil,stationName
1176,cargo,Yes,16,Geraldton-Greenough Station,,Geraldton-Greenough Station,Geraldton-Greenough,,"42,064,318,036.00",07:19,,Arrived,,"42,064,318,036.00",1,14,9,TRUE,Geraldton-Greenough Station
70461,cargo,No,72,Okene Station,,Okene Station,Okene,,"20,548,284,694.00",03:25,,Scheduled,,"20,548,284,694.00",1,11,7,TRUE,Okene Station
57001,cargo,No,52,Aubagne Station,,Aubagne Station,Aubagne,,"61,852,918,080.00",12:05,,Early,,"61,852,918,080.00",2,1,10,TRUE,Aubagne Station
56570,passenger,Yes,83,Eckville Station,,Eckville Station,Eckville,,"67,528,452,818.00",19:56,,Early,,"67,528,452,818.00",1,10,6,TRUE,Eckville Station
34854,cargo,Yes,36,Kirov Station,,Kirov Station,Kirov,,"63,689,535,838.00",18:19,,Scheduled,,"63,689,535,838.00",0,15,14,TRUE,Kirov Station
70290,cargo,No,56,DÃ¶rtyol Station,,DÃ¶rtyol Station,DÃ¶rtyol,,"87,567,356,079.00",05:31,,Early,,"87,567,356,079.00",1,4,1,FALSE,DÃ¶rtyol Station
57137,cargo,No,87,Nuneaton Station,,Nuneaton Station,Nuneaton,,"67,202,477,897.00",08:48,,Scheduled,,"67,202,477,897.00",1,5,9,FALSE,Nuneaton Station
17645,cargo,Yes,99,Anglet Station,,Anglet Station,Anglet,,"74,745,118,884.00",17:53,,On-Time,,"74,745,118,884.00",1,17,13,FALSE,Anglet Station
37591,cargo,Yes,54,Watson Lake Station,,Watson Lake Station,Watson Lake,,"99,308,615,256.00",09:51,,On-Time,,"99,308,615,256.00",0,8,14,FALSE,Watson Lake Station
35136,passenger,Yes,71,Dehradun Station,,Dehradun Station,Dehradun,,"64,989,996,115.00",05:38,,Scheduled,,"64,989,996,115.00",0,5,15,FALSE,Dehradun Station
33710,cargo,No,86,Châ€°telineau Station,,Châ€°telineau Station,Châ€°telineau,,"96,223,899,597.00",09:50,,Early,,"96,223,899,597.00",1,16,17,TRUE,Châ€°telineau Station
86791,cargo,No,35,Tam Äiá»‡p Station,,Tam Äiá»‡p Station,Tam Äiá»‡p,,"88,718,592,736.00",07:01,,Arrived,,"88,718,592,736.00",2,7,2,FALSE,Tam Äiá»‡p Station
82938,passenger,Yes,41,Uppingham. Cottesmore Station,,Uppingham. Cottesmore Station,Uppingham. Cottesmore,,"41,832,474,502.00",12:16,,Early,,"41,832,474,502.00",1,6,15,FALSE,Uppingham. Cottesmore Station
83381,cargo,No,51,Jayapura Station,,Jayapura Station,Jayapura,,"11,412,953,760.00",17:44,,Scheduled,,"11,412,953,760.00",1,8,20,TRUE,Jayapura Station
16180,passenger,Yes,23,Villingen-Schwenningen Station,,Villingen-Schwenningen Station,Villingen-Schwenningen,,"76,578,635,676.00",11:51,,Early,,"76,578,635,676.00",1,16,14,TRUE,Villingen-Schwenningen Station
16491,cargo,No,25,Montignies-Saint-Christophe Station,,Montignies-Saint-Christophe Station,Montignies-Saint-Christophe,,"40,287,925,940.00",01:11,,Scheduled,,"40,287,925,940.00",2,3,5,FALSE,Montignies-Saint-Christophe Station
83011,cargo,Yes,72,Montleban Station,,Montleban Station,Montleban,,"26,478,916,546.00",23:52,,Arrived,,"26,478,916,546.00",1,11,14,TRUE,Montleban Station
60415,passenger,Yes,97,San Donato di Ninea Station,,San Donato di Ninea Station,San Donato di Ninea,,"1,803,022,932.00",16:09,,Scheduled,,"1,803,022,932.00",1,16,1,FALSE,San Donato di Ninea Station
87119,cargo,No,49,Buguma Station,,Buguma Station,Buguma,,"80,626,082,590.00",04:28,,On-Time,,"80,626,082,590.00",1,2,1,TRUE,Buguma Station
49718,passenger,No,11,Wals-Siezenheim Station,,Wals-Siezenheim Station,Wals-Siezenheim,,"23,453,709,979.00",20:55,,Boarding,,"23,453,709,979.00",0,1,3,TRUE,Wals-Siezenheim Station
35059,cargo,Yes,55,Sigillo Station,,Sigillo Station,Sigillo,,"65,902,375,196.00",12:48,,On-Time,,"65,902,375,196.00",2,13,16,FALSE,Sigillo Station
49189,passenger,No,84,Shangla Station,,Shangla Station,Shangla,,"27,672,939,101.00",00:32,,On-Time,,"27,672,939,101.00",1,11,15,FALSE,Shangla Station
1122,passenger,No,70,Chimbote Station,,Chimbote Station,Chimbote,,"97,240,184,627.00",21:26,,Boarding,,"97,240,184,627.00",0,9,4,FALSE,Chimbote Station
87870,cargo,No,70,Tlaquepaque Station,,Tlaquepaque Station,Tlaquepaque,,"79,595,331,780.00",21:40,,Arrived,,"79,595,331,780.00",1,6,4,TRUE,Tlaquepaque Station
70388,passenger,No,86,Fresno Station,,Fresno Station,Fresno,,"31,620,093,259.00",18:42,,Early,,"31,620,093,259.00",1,12,14,TRUE,Fresno Station
53849,cargo,No,87,Lima Station,,Lima Station,Lima,,"19,743,466,214.00",21:02,,On-Time,,"19,743,466,214.00",0,13,12,FALSE,Lima Station
64604,passenger,Yes,67,Tucson Station,,Tucson Station,Tucson,,"19,778,189,351.00",13:18,,On-Time,,"19,778,189,351.00",1,6,9,TRUE,Tucson Station
5573,passenger,No,72,Develi Station,,Develi Station,Develi,,"6,186,978,557.00",13:57,,Scheduled,,"6,186,978,557.00",1,11,10,FALSE,Develi Station
15115,cargo,No,53,Tula Station,,Tula Station,Tula,,"7,582,302,514.00",21:22,,On-Time,,"7,582,302,514.00",0,14,14,TRUE,Tula Station
70314,cargo,Yes,89,Boryeong Station,,Boryeong Station,Boryeong,,"30,643,545,867.00",07:48,,Early,,"30,643,545,867.00",1,9,17,TRUE,Boryeong Station
60982,cargo,No,57,Santander Station,,Santander Station,Santander,,"46,789,841,782.00",14:35,,Scheduled,,"46,789,841,782.00",0,19,18,TRUE,Santander Station
1761,cargo,No,38,Warszawa Station,,Warszawa Station,Warszawa,,"97,852,522,151.00",05:45,,Scheduled,,"97,852,522,151.00",1,12,20,TRUE,Warszawa Station
78632,cargo,Yes,46,Bremen Station,,Bremen Station,Bremen,,"40,803,575,740.00",06:30,,Boarding,,"40,803,575,740.00",1,8,11,FALSE,Bremen Station
85267,cargo,Yes,21,TehuacÃ¡n Station,,TehuacÃ¡n Station,TehuacÃ¡n,,"73,293,875,468.00",23:23,,Boarding,,"73,293,875,468.00",1,10,16,FALSE,TehuacÃ¡n Station
70140,passenger,Yes,68,Beausejour Station,,Beausejour Station,Beausejour,,"18,381,688,328.00",22:15,,Early,,"18,381,688,328.00",0,13,4,FALSE,Beausejour Station
76686,passenger,No,87,Uiwang Station,,Uiwang Station,Uiwang,,"56,544,597,323.00",15:07,,Early,,"56,544,597,323.00",1,3,11,FALSE,Uiwang Station
12128,cargo,Yes,18,Londrina Station,,Londrina Station,Londrina,,"40,859,856,967.00",07:21,,On-Time,,"40,859,856,967.00",2,2,18,TRUE,Londrina Station
72498,passenger,Yes,59,Richmond Station,,Richmond Station,Richmond,,"30,454,244,890.00",15:11,,Early,,"30,454,244,890.00",0,20,9,FALSE,Richmond Station
27278,cargo,No,79,Henderson Station,,Henderson Station,Henderson,,"78,159,632,972.00",21:29,,On-Time,,"78,159,632,972.00",0,13,14,TRUE,Henderson Station
13382,passenger,Yes,21,Colchester Station,,Colchester Station,Colchester,,"52,494,313,130.00",20:44,,Early,,"52,494,313,130.00",2,18,16,TRUE,Colchester Station
99683,passenger,Yes,97,Nicoya Station,,Nicoya Station,Nicoya,,"48,489,015,102.00",08:45,,On-Time,,"48,489,015,102.00",1,7,5,TRUE,Nicoya Station
77985,passenger,No,81,Obertshausen Station,,Obertshausen Station,Obertshausen,,"88,611,009,006.00",17:15,,On-Time,,"88,611,009,006.00",0,17,9,TRUE,Obertshausen Station
18882,passenger,No,85,Murcia Station,,Murcia Station,Murcia,,"75,047,015,219.00",14:39,,Boarding,,"75,047,015,219.00",2,4,18,FALSE,Murcia Station
2949,passenger,No,75,Saint-Ã‰tienne-du-Rouvray Station,,Saint-Ã‰tienne-du-Rouvray Station,Saint-Ã‰tienne-du-Rouvray,,"38,099,180,886.00",04:39,,Early,,"38,099,180,886.00",2,12,5,TRUE,Saint-Ã‰tienne-du-Rouvray Station
97464,passenger,No,71,Zittau Station,,Zittau Station,Zittau,,"12,948,064,954.00",09:18,,Early,,"12,948,064,954.00",1,3,1,TRUE,Zittau Station
9814,passenger,No,28,Falmouth Station,,Falmouth Station,Falmouth,,"41,281,026,211.00",19:01,,Scheduled,,"41,281,026,211.00",0,11,3,FALSE,Falmouth Station
45321,passenger,No,16,Sujawal Station,,Sujawal Station,Sujawal,,"77,630,282,692.00",14:26,,On-Time,,"77,630,282,692.00",0,15,6,TRUE,Sujawal Station
54651,passenger,No,89,Gyeongju Station,,Gyeongju Station,Gyeongju,,"66,244,490,523.00",19:18,,Boarding,,"66,244,490,523.00",1,10,12,TRUE,Gyeongju Station
10043,cargo,Yes,76,Makassar Station,,Makassar Station,Makassar,,"76,552,666,976.00",04:26,,Arrived,,"76,552,666,976.00",1,7,2,TRUE,Makassar Station
50287,cargo,No,92,Melilla Station,,Melilla Station,Melilla,,"19,888,841,400.00",09:53,,On-Time,,"19,888,841,400.00",0,7,7,FALSE,Melilla Station
8827,passenger,No,48,A CoruÃ±a Station,,A CoruÃ±a Station,A CoruÃ±a,,"52,845,274,170.00",22:40,,Early,,"52,845,274,170.00",2,17,6,FALSE,A CoruÃ±a Station
31963,passenger,Yes,47,Lodhran Station,,Lodhran Station,Lodhran,,"85,421,463,967.00",06:40,,Early,,"85,421,463,967.00",1,13,10,FALSE,Lodhran Station
72390,passenger,No,52,Ajaccio Station,,Ajaccio Station,Ajaccio,,"34,331,952,612.00",08:28,,Arrived,,"34,331,952,612.00",1,9,18,TRUE,Ajaccio Station
45655,cargo,No,71,Erode Station,,Erode Station,Erode,,"31,111,784,150.00",16:03,,On-Time,,"31,111,784,150.00",1,2,19,FALSE,Erode Station
68278,passenger,No,14,Puno Station,,Puno Station,Puno,,"8,754,000,738.00",12:39,,On-Time,,"8,754,000,738.00",1,5,7,FALSE,Puno Station
131,cargo,Yes,42,Hong Kong Station,,Hong Kong Station,Hong Kong,,"33,003,579,863.00",12:33,,On-Time,,"33,003,579,863.00",1,18,5,FALSE,Hong Kong Station
77533,cargo,Yes,63,Gansu Station,,Gansu Station,Gansu,,"17,784,312,340.00",09:28,,On-Time,,"17,784,312,340.00",1,14,20,FALSE,Gansu Station
88055,passenger,No,48,Scheggino Station,,Scheggino Station,Scheggino,,"46,367,758,920.00",05:37,,Early,,"46,367,758,920.00",1,17,20,TRUE,Scheggino Station
1965,cargo,Yes,41,Owerri Station,,Owerri Station,Owerri,,"41,507,431,295.00",18:20,,Scheduled,,"41,507,431,295.00",1,15,11,FALSE,Owerri Station
39905,cargo,No,27,Stratford Station,,Stratford Station,Stratford,,"58,784,304,320.00",22:40,,On-Time,,"58,784,304,320.00",2,8,10,TRUE,Stratford Station
45527,passenger,Yes,41,Sicuani Station,,Sicuani Station,Sicuani,,"84,743,046,797.00",06:57,,On-Time,,"84,743,046,797.00",1,19,9,FALSE,Sicuani Station
2721,passenger,Yes,38,Hazaribag Station,,Hazaribag Station,Hazaribag,,"97,874,911,323.00",14:38,,Scheduled,,"97,874,911,323.00",1,2,10,TRUE,Hazaribag Station
16274,cargo,Yes,29,Subbiano Station,,Subbiano Station,Subbiano,,"52,603,326,934.00",12:55,,Boarding,,"52,603,326,934.00",1,0,20,FALSE,Subbiano Station
97158,passenger,Yes,15,Belgrave Station,,Belgrave Station,Belgrave,,"66,362,807,626.00",03:41,,Boarding,,"66,362,807,626.00",1,6,1,TRUE,Belgrave Station
65805,cargo,No,23,Lipetsk Station,,Lipetsk Station,Lipetsk,,"89,980,394,448.00",02:39,,On-Time,,"89,980,394,448.00",2,3,16,FALSE,Lipetsk Station
81218,cargo,Yes,23,Valdivia Station,,Valdivia Station,Valdivia,,"52,765,890,484.00",01:38,,Boarding,,"52,765,890,484.00",1,11,11,TRUE,Valdivia Station
93216,cargo,No,23,Hawick Station,,Hawick Station,Hawick,,"53,239,521,978.00",12:37,,Early,,"53,239,521,978.00",1,10,2,TRUE,Hawick Station
29905,passenger,No,65,Sokoto Station,,Sokoto Station,Sokoto,,"50,230,723,310.00",02:54,,On-Time,,"50,230,723,310.00",2,2,9,FALSE,Sokoto Station
92364,cargo,No,53,Charlottetown Station,,Charlottetown Station,Charlottetown,,"60,815,269,689.00",22:48,,Early,,"60,815,269,689.00",0,4,20,FALSE,Charlottetown Station
18545,passenger,No,13,Asan Station,,Asan Station,Asan,,"40,862,046,368.00",09:22,,Arrived,,"40,862,046,368.00",2,10,16,TRUE,Asan Station
35178,passenger,No,70,Silvassa Station,,Silvassa Station,Silvassa,,"94,621,664,057.00",19:38,,Scheduled,,"94,621,664,057.00",1,11,15,FALSE,Silvassa Station
14259,cargo,Yes,70,Shaanxi Station,,Shaanxi Station,Shaanxi,,"87,616,903,756.00",01:30,,On-Time,,"87,616,903,756.00",2,18,7,FALSE,Shaanxi Station
82736,passenger,Yes,19,Chiclayo Station,,Chiclayo Station,Chiclayo,,"89,708,830,707.00",10:34,,Early,,"89,708,830,707.00",0,11,19,TRUE,Chiclayo Station
52033,passenger,Yes,62,Temploux Station,,Temploux Station,Temploux,,"54,873,739,613.00",01:56,,Early,,"54,873,739,613.00",1,7,13,TRUE,Temploux Station
37642,passenger,No,64,Hoeilaart Station,,Hoeilaart Station,Hoeilaart,,"71,737,246,460.00",12:31,,On-Time,,"71,737,246,460.00",0,11,5,FALSE,Hoeilaart Station
81920,passenger,No,74,Krasnozavodsk Station,,Krasnozavodsk Station,Krasnozavodsk,,"90,049,077,521.00",12:26,,Boarding,,"90,049,077,521.00",0,11,6,FALSE,Krasnozavodsk Station
50642,cargo,Yes,88,Roveredo in Piano Station,,Roveredo in Piano Station,Roveredo in Piano,,"71,613,477,661.00",23:32,,On-Time,,"71,613,477,661.00",1,10,3,TRUE,Roveredo in Piano Station
97903,cargo,Yes,40,Saravena Station,,Saravena Station,Saravena,,"39,134,296,749.00",14:51,,Scheduled,,"39,134,296,749.00",0,7,3,FALSE,Saravena Station
92915,cargo,Yes,57,Henis Station,,Henis Station,Henis,,"66,291,460,023.00",10:53,,On-Time,,"66,291,460,023.00",2,14,10,TRUE,Henis Station
59714,cargo,No,79,Banjarbaru Station,,Banjarbaru Station,Banjarbaru,,"28,983,180,877.00",03:18,,Arrived,,"28,983,180,877.00",1,6,16,FALSE,Banjarbaru Station
33503,passenger,No,37,YÃªn BÃ¡i Station,,YÃªn BÃ¡i Station,YÃªn BÃ¡i,,"89,332,441,470.00",15:30,,Boarding,,"89,332,441,470.00",1,8,3,TRUE,YÃªn BÃ¡i Station
82997,cargo,No,89,Laguna Blanca Station,,Laguna Blanca Station,Laguna Blanca,,"60,921,202,376.00",06:40,,Early,,"60,921,202,376.00",0,18,15,FALSE,Laguna Blanca Station
28970,passenger,Yes,28,Leonding Station,,Leonding Station,Leonding,,"16,710,734,171.00",12:26,,Scheduled,,"16,710,734,171.00",0,6,1,FALSE,Leonding Station
59269,passenger,Yes,29,Tidore Station,,Tidore Station,Tidore,,"24,179,063,360.00",18:29,,Scheduled,,"24,179,063,360.00",2,19,6,FALSE,Tidore Station
74445,cargo,Yes,77,Sierning Station,,Sierning Station,Sierning,,"49,839,205,232.00",23:49,,Scheduled,,"49,839,205,232.00",0,4,13,FALSE,Sierning Station
72690,passenger,No,60,AcacÃ­as Station,,AcacÃ­as Station,AcacÃ­as,,"65,196,316,228.00",11:23,,On-Time,,"65,196,316,228.00",1,20,10,FALSE,AcacÃ­as Station
24310,cargo,No,45,Vinh Station,,Vinh Station,Vinh,,"13,215,065,171.00",04:01,,Early,,"13,215,065,171.00",1,8,12,FALSE,Vinh Station
88410,passenger,No,46,Sneek Station,,Sneek Station,Sneek,,"44,963,998,327.00",22:21,,Boarding,,"44,963,998,327.00",1,2,3,FALSE,Sneek Station
64966,passenger,No,67,Tynda Station,,Tynda Station,Tynda,,"43,394,878,815.00",15:10,,Early,,"43,394,878,815.00",0,2,15,FALSE,Tynda Station
58769,cargo,No,12,Santa Rosa de Cabal Station,,Santa Rosa de Cabal Station,Santa Rosa de Cabal,,"79,245,378,694.00",14:09,,Early,,"79,245,378,694.00",1,4,3,TRUE,Santa Rosa de Cabal Station
6968,cargo,No,70,BelÃ©m Station,,BelÃ©m Station,BelÃ©m,,"98,416,654,715.00",23:21,,Early,,"98,416,654,715.00",1,15,18,FALSE,BelÃ©m Station
56871,cargo,No,33,Enschede Station,,Enschede Station,Enschede,,"8,304,549,079.00",08:19,,Early,,"8,304,549,079.00",1,12,10,TRUE,Enschede Station
40975,passenger,Yes,30,Uribia Station,,Uribia Station,Uribia,,"70,396,487,532.00",00:07,,Early,,"70,396,487,532.00",2,14,8,TRUE,Uribia Station
47225,cargo,Yes,64,Nuevo Laredo Station,,Nuevo Laredo Station,Nuevo Laredo,,"87,340,942,228.00",21:24,,Early,,"87,340,942,228.00",0,19,1,TRUE,Nuevo Laredo Station
95793,cargo,Yes,82,Singkawang Station,,Singkawang Station,Singkawang,,"15,328,521,104.00",15:07,,Boarding,,"15,328,521,104.00",0,4,11,TRUE,Singkawang Station
96858,cargo,No,18,Adelaide Station,,Adelaide Station,Adelaide,,"31,224,686,636.00",20:56,,Early,,"31,224,686,636.00",2,4,17,TRUE,Adelaide Station
45266,passenger,No,54,Lauterach Station,,Lauterach Station,Lauterach,,"26,136,403,724.00",03:05,,On-Time,,"26,136,403,724.00",1,18,15,FALSE,Lauterach Station
26971,cargo,Yes,93,Zaria Station,,Zaria Station,Zaria,,"98,428,558,418.00",19:51,,Early,,"98,428,558,418.00",1,9,11,TRUE,Zaria Station
94040,cargo,Yes,99,Mol Station,,Mol Station,Mol,,"99,265,926,542.00",12:12,,On-Time,,"99,265,926,542.00",1,12,14,TRUE,Mol Station
64517,passenger,No,96,Trivandrum Station,,Trivandrum Station,Trivandrum,,"63,705,285,676.00",02:57,,On-Time,,"63,705,285,676.00",1,18,3,FALSE,Trivandrum Station
37136,passenger,No,87,HÃ Ná»™i Station,,HÃ Ná»™i Station,HÃ Ná»™i,,"50,846,211,682.00",14:04,,Boarding,,"50,846,211,682.00",0,13,18,FALSE,HÃ Ná»™i Station
33859,cargo,No,18,Okigwe Station,,Okigwe Station,Okigwe,,"4,721,571,407.00",12:23,,Early,,"4,721,571,407.00",1,8,12,FALSE,Okigwe Station
36887,passenger,Yes,70,Pugwash Station,,Pugwash Station,Pugwash,,"64,995,950,881.00",12:38,,Arrived,,"64,995,950,881.00",1,15,19,TRUE,Pugwash Station
74718,cargo,No,27,San NicolÃ¡s Station,,San NicolÃ¡s Station,San NicolÃ¡s,,"88,390,730,153.00",18:27,,Arrived,,"88,390,730,153.00",2,14,10,FALSE,San NicolÃ¡s Station
7404,cargo,No,32,Srinagar Station,,Srinagar Station,Srinagar,,"59,783,837,184.00",12:31,,Arrived,,"59,783,837,184.00",0,18,3,TRUE,Srinagar Station
53345,passenger,No,30,Gorinchem Station,,Gorinchem Station,Gorinchem,,"80,748,836,749.00",19:37,,Boarding,,"80,748,836,749.00",0,10,3,FALSE,Gorinchem Station
54187,cargo,Yes,30,Jefferson City Station,,Jefferson City Station,Jefferson City,,"62,200,755,374.00",20:51,,Arrived,,"62,200,755,374.00",1,4,2,TRUE,Jefferson City Station
6007,cargo,No,84,MjÃ¶lby Station,,MjÃ¶lby Station,MjÃ¶lby,,"75,779,325,873.00",14:18,,Early,,"75,779,325,873.00",1,6,5,FALSE,MjÃ¶lby Station
31531,cargo,No,64,Jiangxi Station,,Jiangxi Station,Jiangxi,,"49,871,659,001.00",14:16,,Boarding,,"49,871,659,001.00",1,4,6,TRUE,Jiangxi Station
63805,cargo,Yes,88,Calamar Station,,Calamar Station,Calamar,,"80,243,675,378.00",16:19,,On-Time,,"80,243,675,378.00",1,3,8,TRUE,Calamar Station
21066,passenger,No,17,Soria Station,,Soria Station,Soria,,"85,557,259,875.00",19:02,,On-Time,,"85,557,259,875.00",1,8,16,TRUE,Soria Station
6537,passenger,Yes,90,ChepÃ©n Station,,ChepÃ©n Station,ChepÃ©n,,"10,385,558,104.00",20:17,,Early,,"10,385,558,104.00",0,6,16,FALSE,ChepÃ©n Station
3923,passenger,No,90,Montague Station,,Montague Station,Montague,,"65,130,291,303.00",01:47,,Boarding,,"65,130,291,303.00",0,11,13,FALSE,Montague Station
68420,passenger,Yes,79,Girona Station,,Girona Station,Girona,,"75,049,732,170.00",12:53,,On-Time,,"75,049,732,170.00",1,7,16,FALSE,Girona Station
44885,passenger,Yes,56,Cittanova Station,,Cittanova Station,Cittanova,,"62,867,972,057.00",02:41,,Scheduled,,"62,867,972,057.00",2,12,7,TRUE,Cittanova Station
59221,passenger,No,21,Piracicaba Station,,Piracicaba Station,Piracicaba,,"42,695,006,782.00",16:22,,Boarding,,"42,695,006,782.00",1,19,3,FALSE,Piracicaba Station
12696,cargo,No,87,Äiá»‡n BiÃªn Phá»§ Station,,Äiá»‡n BiÃªn Phá»§ Station,Äiá»‡n BiÃªn Phá»§,,"89,097,059,619.00",18:47,,Arrived,,"89,097,059,619.00",2,18,7,FALSE,Äiá»‡n BiÃªn Phá»§ Station
87257,passenger,Yes,12,Dera Bugti Station,,Dera Bugti Station,Dera Bugti,,"18,289,375,279.00",18:16,,Boarding,,"18,289,375,279.00",1,18,20,FALSE,Dera Bugti Station
69040,cargo,No,87,Bucheon Station,,Bucheon Station,Bucheon,,"11,759,946,036.00",13:40,,Boarding,,"11,759,946,036.00",0,9,14,TRUE,Bucheon Station
54360,passenger,No,97,Buner Station,,Buner Station,Buner,,"12,202,831,789.00",03:34,,Boarding,,"12,202,831,789.00",0,2,14,TRUE,Buner Station
13657,passenger,Yes,32,Dijon Station,,Dijon Station,Dijon,,"67,100,275,398.00",23:57,,Scheduled,,"67,100,275,398.00",2,16,7,FALSE,Dijon Station
21373,cargo,No,46,Zwickau Station,,Zwickau Station,Zwickau,,"46,332,813,501.00",09:29,,Early,,"46,332,813,501.00",2,18,2,FALSE,Zwickau Station
61275,passenger,No,65,ErciÅŸ Station,,ErciÅŸ Station,ErciÅŸ,,"7,133,143,391.00",03:24,,On-Time,,"7,133,143,391.00",1,18,18,FALSE,ErciÅŸ Station
25586,cargo,No,49,Vezzi Portio Station,,Vezzi Portio Station,Vezzi Portio,,"90,004,565,161.00",17:24,,Boarding,,"90,004,565,161.00",1,19,16,TRUE,Vezzi Portio Station
451,cargo,No,38,Riosucio Station,,Riosucio Station,Riosucio,,"79,259,574,979.00",21:14,,Boarding,,"79,259,574,979.00",0,11,7,FALSE,Riosucio Station
41767,passenger,Yes,49,Ergani Station,,Ergani Station,Ergani,,"14,827,452,590.00",20:59,,Boarding,,"14,827,452,590.00",1,20,2,TRUE,Ergani Station
25162,passenger,No,36,Chapadinha Station,,Chapadinha Station,Chapadinha,,"81,562,688,152.00",08:26,,Arrived,,"81,562,688,152.00",1,17,17,FALSE,Chapadinha Station
58723,passenger,No,95,Cottbus Station,,Cottbus Station,Cottbus,,"92,335,599,326.00",00:10,,Boarding,,"92,335,599,326.00",1,10,1,FALSE,Cottbus Station
32935,passenger,Yes,91,Busan Station,,Busan Station,Busan,,"11,484,804,996.00",16:21,,Boarding,,"11,484,804,996.00",0,10,8,TRUE,Busan Station
52401,cargo,No,71,Santiago Station,,Santiago Station,Santiago,,"18,394,768,059.00",11:23,,Scheduled,,"18,394,768,059.00",1,6,4,TRUE,Santiago Station
17625,passenger,No,98,Telfs Station,,Telfs Station,Telfs,,"62,919,624,489.00",13:45,,Arrived,,"62,919,624,489.00",0,14,17,FALSE,Telfs Station
7822,cargo,No,76,Gols Station,,Gols Station,Gols,,"15,107,816,669.00",04:16,,Early,,"15,107,816,669.00",1,17,9,FALSE,Gols Station
42306,passenger,Yes,46,Campbellton Station,,Campbellton Station,Campbellton,,"934,495,131.00",17:54,,Boarding,,"934,495,131.00",1,6,18,TRUE,Campbellton Station
36693,passenger,No,36,Neustrelitz Station,,Neustrelitz Station,Neustrelitz,,"96,746,912,572.00",07:38,,Boarding,,"96,746,912,572.00",0,8,2,TRUE,Neustrelitz Station
63613,cargo,Yes,95,VÃ¤rnamo Station,,VÃ¤rnamo Station,VÃ¤rnamo,,"21,125,968,819.00",16:36,,Boarding,,"21,125,968,819.00",1,9,15,FALSE,VÃ¤rnamo Station
64900,cargo,No,68,Kalisz Station,,Kalisz Station,Kalisz,,"58,072,458,251.00",13:36,,Arrived,,"58,072,458,251.00",1,14,15,FALSE,Kalisz Station
21492,cargo,Yes,39,TrognÅ½e Station,,TrognÅ½e Station,TrognÅ½e,,"57,214,491,429.00",01:14,,Arrived,,"57,214,491,429.00",2,3,4,TRUE,TrognÅ½e Station
9638,cargo,No,13,San Pablo Station,,San Pablo Station,San Pablo,,"74,015,544,603.00",17:11,,Scheduled,,"74,015,544,603.00",1,8,12,FALSE,San Pablo Station
56870,cargo,No,65,Mozhaysk Station,,Mozhaysk Station,Mozhaysk,,"7,786,948,008.00",01:01,,Boarding,,"7,786,948,008.00",2,4,3,FALSE,Mozhaysk Station
34189,cargo,Yes,33,FrÃ©jus Station,,FrÃ©jus Station,FrÃ©jus,,"68,074,882,082.00",05:56,,Early,,"68,074,882,082.00",2,11,5,TRUE,FrÃ©jus Station
89424,passenger,No,94,Iquitos Station,,Iquitos Station,Iquitos,,"12,809,322,341.00",06:41,,On-Time,,"12,809,322,341.00",1,8,12,TRUE,Iquitos Station
15942,cargo,Yes,98,Pskov Station,,Pskov Station,Pskov,,"59,481,692,156.00",23:43,,Boarding,,"59,481,692,156.00",1,2,15,FALSE,Pskov Station
83567,cargo,Yes,94,Chesapeake Station,,Chesapeake Station,Chesapeake,,"17,293,004,439.00",06:27,,On-Time,,"17,293,004,439.00",1,14,20,FALSE,Chesapeake Station
74784,passenger,No,10,O'Higgins Station,,O'Higgins Station,O'Higgins,,"85,361,749,682.00",13:58,,Boarding,,"85,361,749,682.00",1,2,13,FALSE,O'Higgins Station
93805,passenger,Yes,37,Mexicali Station,,Mexicali Station,Mexicali,,"47,290,870,198.00",08:56,,Scheduled,,"47,290,870,198.00",1,8,0,FALSE,Mexicali Station
57294,cargo,Yes,60,Ã…kersberga Station,,Ã…kersberga Station,Ã…kersberga,,"54,744,493,966.00",07:33,,Arrived,,"54,744,493,966.00",1,13,4,TRUE,Ã…kersberga Station
38194,cargo,Yes,96,Welshpool Station,,Welshpool Station,Welshpool,,"67,854,506,885.00",08:22,,On-Time,,"67,854,506,885.00",2,17,9,TRUE,Welshpool Station
48185,passenger,No,18,LongavÃ­ Station,,LongavÃ­ Station,LongavÃ­,,"32,375,000,269.00",01:38,,Early,,"32,375,000,269.00",1,10,2,TRUE,LongavÃ­ Station
49695,cargo,Yes,27,Thanh HÃ³a Station,,Thanh HÃ³a Station,Thanh HÃ³a,,"73,141,254,094.00",19:08,,Boarding,,"73,141,254,094.00",1,2,17,FALSE,Thanh HÃ³a Station
29019,passenger,Yes,29,Los Patios Station,,Los Patios Station,Los Patios,,"12,209,818,627.00",17:33,,Boarding,,"12,209,818,627.00",1,4,4,TRUE,Los Patios Station
38029,cargo,Yes,37,GÃ¼strow Station,,GÃ¼strow Station,GÃ¼strow,,"21,412,718,321.00",10:25,,On-Time,,"21,412,718,321.00",0,1,5,FALSE,GÃ¼strow Station
73619,cargo,No,49,Melton Station,,Melton Station,Melton,,"66,953,917,542.00",18:01,,Arrived,,"66,953,917,542.00",1,6,2,TRUE,Melton Station
